timestamp,ax,ay,az,gx,gy,gz
1710000025.73,0.0091,-0.0506,9.7468,-0.01659,0.00287,0.01859
1710000025.74,-0.0037,-0.0931,9.8627,0.01009,-0.00048,0.0118
1710000025.75,0.0191,0.021,9.899,0.00634,-0.00083,-0.00138
1710000025.76,-0.0408,-0.0901,9.8261,-0.01235,-0.00276,0.00992
1710000025.77,-0.0482,0.0016,9.7803,-0.00033,0.00092,0.00551
1710000025.78,0.0633,0.082,9.8019,0.00847,-0.0147,0.00068
1710000025.79,0.0686,0.0837,9.789,-0.0179,0.0003,0.03136
1710000025.8,-0.0496,-0.0903,9.792,0.00825,-0.00213,0.00958
1710000025.81,0.0484,0.0149,9.8424,-0.00345,0.01616,-0.00527
1710000025.82,-0.0043,-0.0494,9.824,-0.00136,-0.01087,0.00256
1710000025.83,0.017,-0.0597,9.8602,0.01179,-0.0131,0.00555
1710000025.84,0.023,-0.0057,9.8285,-0.00724,-0.00676,0.00469
1710000025.85,0.0497,0.0614,9.7668,-0.01062,0.00261,0.00027
1710000025.86,0.0041,0.03,9.785,0.00749,-0.0025,0.00366
1710000025.87,0.0705,-0.0358,9.7819,0.00142,-0.01737,-0.00175
1710000025.88,0.0155,0.0353,9.8007,-0.00406,-0.01312,0.00319
1710000025.89,0.0312,-0.1122,9.8997,-0.0132,0.01114,0.01932
1710000025.9,-0.0417,-0.0376,9.9077,-0.00369,0.01966,0.00441
1710000025.91,0.1079,-0.0412,9.8518,-0.00565,0.00545,0.0018
1710000025.92,0.0235,0.0039,9.8159,-0.00221,-0.00169,0.01369
1710000025.93,0.0356,-0.0101,9.7419,-0.01572,0.00211,0.00951
1710000025.94,-0.0804,-0.0071,9.821,-0.00677,-0.00777,-0.00231
1710000025.95,-0.0411,-0.0087,9.7705,0.0042,0.01294,-0.01142
1710000025.96,0.0619,0.0011,9.8915,-0.00072,0.01569,-0.01489
1710000025.97,0.0143,0.027,9.7297,-0.00186,-0.00738,0.00811
1710000025.98,-0.0957,0.0075,9.8292,-0.00947,0.00482,0.02816
1710000025.99,0.0519,-0.0142,9.7663,-0.00915,-0.00457,-0.00131
1710000026.0,-0.0272,0.0201,9.8095,-0.00276,0.00565,-0.02578
1710000026.01,0.0706,0.0413,9.8433,-0.00026,-0.00312,0.01281
1710000026.02,-0.0044,-0.0278,9.8611,-0.00836,-0.00753,0.00356
1710000026.03,0.0102,-0.003,9.807,0.00185,0.00233,-0.00174
1710000026.04,0.0589,0.0581,9.8481,0.00182,-0.01383,-0.01227
1710000026.05,-0.0449,-0.0551,9.7769,-0.01029,-0.00029,0.01366
1710000026.06,-0.0496,0.0902,9.8223,0.01224,-0.00242,0.00101
1710000026.07,-0.0098,-0.067,9.8601,-0.00823,0.00619,0.01057
1710000026.08,0.0414,-0.0173,9.8266,-0.00895,0.00208,0.00051
1710000026.09,-0.0665,-0.0475,9.7835,-0.0063,0.00028,0.0193
1710000026.1,-0.0834,0.1094,9.796,-0.01349,0.00893,0.0024
1710000026.11,0.0412,-0.0252,9.8608,-0.01741,0.00787,-0.00674
1710000026.12,-0.0301,-0.025,9.7554,0.01067,0.00849,0.00576
1710000026.13,-0.0196,-0.0185,9.7628,0.00915,-0.01042,0.00134
1710000026.14,-0.0928,0.0048,9.8401,-0.0087,0.00669,-0.01122
1710000026.15,-0.0339,-0.0164,9.788,0.00646,0.01536,-0.00862
1710000026.16,-0.0004,-0.0066,9.7373,-0.00638,-0.01653,0.00103
1710000026.17,0.0465,-0.1765,9.8775,-0.01013,-0.01247,0.01422
1710000026.18,-0.0386,0.0029,9.755,-0.00247,0.01828,-0.005
1710000026.19,0.0829,0.0009,9.8,-0.00257,0.00419,0.01083
1710000026.2,-0.0342,0.0519,9.779,0.00991,-0.00615,-0.00152
1710000026.21,-0.0342,0.0655,9.7951,-0.0237,-0.01241,0.01484
1710000026.22,0.0769,-0.0094,9.7658,-0.00284,-0.00655,0.0201
1710000026.23,0.0106,0.0408,9.8457,0.0226,-0.02068,0.00249
1710000026.24,-0.0276,-0.0551,9.8155,-0.02236,0.00328,-0.00571
1710000026.25,-0.0078,0.0384,9.8592,-0.00565,0.00897,-0.00587
1710000026.26,0.0677,-0.0286,9.7795,-0.00313,0.01372,0.01102
1710000026.27,0.0733,-0.0592,9.9167,0.00149,-0.01839,-0.00885
1710000026.28,-0.0408,-0.0093,9.7148,0.00736,0.00559,-0.01674
1710000026.29,-0.0021,0.07,9.7307,0.00143,0.00076,0.01277
1710000026.3,0.0045,0.0091,9.8977,0.01582,0.00747,-0.00821
1710000026.31,-0.0493,0.0748,9.8337,-0.00375,-0.0242,-0.01307
1710000026.32,-0.0028,-0.0374,9.8271,0.01055,-0.00031,-0.0075
1710000026.33,0.0003,0.0524,9.8316,-0.0015,-0.0109,-0.0017
1710000026.34,0.057,-0.0326,9.8386,0.00781,-0.01085,-0.012
1710000026.35,0.0604,0.0113,9.825,-0.00641,0.0181,-0.01099
1710000026.36,-0.0165,0.0108,9.7617,-0.00893,0.01664,0.00285
1710000026.37,-0.0107,0.0331,9.8509,-0.01314,0.00193,-0.00488
1710000026.38,0.0332,0.0125,9.843,-0.00255,-0.02019,0.00492
1710000026.39,-0.0293,-0.037,9.8814,-0.00707,-0.00677,0.0065
1710000026.4,0.0294,0.044,9.8982,0.00336,0.01818,-0.00561
1710000026.41,-0.0044,0.0866,9.8265,0.00678,-0.00198,-0.00125
1710000026.42,-0.0485,-0.0292,9.7486,0.01031,-0.01161,0.00861
1710000026.43,-0.0478,-0.0918,9.8986,0.00823,0.00138,0.01239
1710000026.44,0.0724,0.025,9.7591,0.01094,-0.00091,-0.02388
1710000026.45,-0.0078,-0.0166,9.8269,0.00684,-0.01094,-0.01445
1710000026.46,0.082,-0.0066,9.7972,-0.01127,-0.00654,0.00233
1710000026.47,-0.0257,0.0278,9.7885,0.00279,-0.0138,0.00063
1710000026.48,0.0146,-0.0228,9.8482,-0.00725,0.02441,-0.00252
1710000026.49,0.1196,-0.0134,9.8222,-0.00142,-0.00832,-0.00348
1710000026.5,-0.0529,-0.005,9.8357,-0.00048,-0.00509,-0.0077
1710000026.51,-0.0949,0.0735,9.7692,-0.02489,-0.00345,0.01546
1710000026.52,0.0643,0.0015,9.8013,-0.01041,0.00703,-0.01005
1710000026.53,-0.0413,-0.0618,9.7715,-0.005,-0.01951,-0.00066
1710000026.54,-0.001,-0.0598,9.8,-0.02794,-0.00078,-0.00059
1710000026.55,-0.0293,0.007,9.8041,0.01309,0.00136,0.00909
1710000026.56,0.0134,-0.0565,9.9022,0.00122,0.00439,0.00785
1710000026.57,-0.0475,-0.0781,9.797,0.00116,0.00154,0.0003
1710000026.58,-0.009,0.0318,9.7037,0.01022,-0.01051,-0.00213
1710000026.59,0.0225,0.0342,9.8798,0.00713,-0.00108,-0.00925
1710000026.6,-0.0504,-0.0184,9.8325,0.00716,0.00535,0.01258
1710000026.61,-0.035,0.0147,9.8034,0.01025,0.00058,-0.01741
1710000026.62,-0.0174,0.0094,9.7881,0.00301,-0.00083,-0.00978
1710000026.63,-0.0714,0.0301,9.7627,0.00325,0.01427,0.00923
1710000026.64,-0.0211,0.0302,9.9069,0.00448,0.00816,-0.00974
1710000026.65,0.0059,-0.1303,9.8126,-0.0132,-0.00663,0.00672
1710000026.66,-0.02,-0.012,9.7231,-0.02111,-0.00302,0.01391
1710000026.67,-0.0136,0.0259,9.8264,-0.02063,0.00401,0.01216
1710000026.68,-0.001,-0.0205,9.8703,0.00701,-0.01109,-0.0064
1710000026.69,-0.0328,0.0018,9.8178,-0.0053,3e-05,-0.00361
1710000026.7,0.0346,0.0375,9.7649,-0.00273,0.00418,-0.01024
1710000026.71,0.0718,0.004,9.7604,0.00159,-0.01067,0.0018
1710000026.72,-0.0232,0.0754,9.7641,0.0142,0.00831,0.01675
1710000026.73,0.0243,0.0563,9.8861,0.00661,0.00828,0.00056
1710000026.74,-0.012,-0.0059,9.8064,0.00202,-0.02032,0.00027
1710000026.75,0.0183,-0.0099,9.7261,0.00414,0.0048,0.00165
1710000026.76,0.0783,-0.1425,9.8292,0.02239,0.01507,-0.00086
1710000026.77,0.0254,-0.0163,9.8171,-0.00992,-1e-05,0.00646
1710000026.78,-0.0887,-0.0677,9.7876,0.01391,-0.01299,-0.01491
1710000026.79,0.0227,0.0111,9.759,0.00023,0.00608,0.00161
1710000026.8,0.0616,0.0076,9.7568,-0.00079,-0.00535,0.00709
1710000026.81,-0.0111,0.0348,9.8643,0.00626,0.00552,0.01047
1710000026.82,0.0498,0.0698,9.8224,-0.01841,0.00671,0.0152
1710000026.83,-0.0345,-0.0013,9.8339,-0.01068,-0.0118,-0.00726
1710000026.84,-0.0743,0.114,9.8222,0.00392,0.0023,-0.00882
1710000026.85,0.0071,0.0116,9.8264,0.00458,-0.00992,-0.00372
1710000026.86,-0.0878,-0.0655,9.7866,0.00571,-0.01279,0.00809
1710000026.87,-0.012,-0.0281,9.7997,0.00713,0.00753,-0.0138
1710000026.88,0.0643,-0.0186,9.8682,0.02008,0.001,0.00244
1710000026.89,-0.0955,0.0296,9.8807,-0.00644,-0.0255,0.0028
1710000026.9,-0.064,-0.0474,9.7489,0.0039,0.0065,-0.00546
1710000026.91,-0.0516,-0.0149,9.7996,0.00748,-0.01177,0.00772
1710000026.92,-0.0032,-0.0081,9.852,0.00374,0.00011,-0.01314
1710000026.93,-0.0183,-0.0224,9.9041,-0.00108,-0.00416,0.01395
1710000026.94,0.07,0.0406,9.8991,-0.00777,0.00959,0.00636
1710000026.95,0.0477,0.0321,9.7702,-0.00208,0.00515,-0.00209
1710000026.96,0.0248,0.0583,9.8738,0.01297,0.00258,-0.01271
1710000026.97,0.0073,-0.0166,9.8129,0.02194,0.00568,-7e-05
1710000026.98,0.0197,0.0601,9.8622,-0.01742,-0.00113,0.0061
1710000026.99,-0.0431,-0.0682,9.8494,0.00019,0.00859,-0.00523
1710000027.0,0.0429,-0.0694,9.7468,-0.01781,0.00287,-0.01905
1710000027.01,-0.0556,-0.0607,9.8375,-0.00728,0.00948,-0.00815
1710000027.02,0.0418,0.0005,9.8603,0.00237,0.01439,0.0253
1710000027.03,0.0593,0.0601,9.809,-0.01188,0.01091,0.00436
1710000027.04,0.0105,-0.0301,9.7977,-0.00449,0.00066,-0.00271
1710000027.05,-0.0088,-0.0238,9.7314,-0.00602,0.0159,0.02576
1710000027.06,0.02,-0.0108,9.8442,0.00193,-0.00702,0.00956
1710000027.07,-0.1431,0.0286,9.8204,-0.00422,-0.00063,0.01801
1710000027.08,0.0151,-0.0239,9.7639,0.01171,0.00531,0.00392
1710000027.09,-0.0057,-0.0267,9.7937,-0.00065,-0.00278,0.00949
1710000027.1,-0.0025,-0.0673,9.8177,-0.00878,0.00888,0.00242
1710000027.11,0.0353,-0.0286,9.7821,-0.01574,0.00029,-0.00766
1710000027.12,-0.0037,0.0589,9.8101,-0.00864,-0.01655,-0.00117
1710000027.13,-0.057,0.0045,9.7225,-0.00209,-0.0128,0.00136
1710000027.14,-0.0071,-0.037,9.8775,0.00493,0.00914,-0.00065
1710000027.15,0.0034,0.0618,9.8108,0.00705,-0.00963,-0.0066
1710000027.16,0.0057,-0.0293,9.755,0.00904,0.00049,-0.00252
1710000027.17,0.0081,0.071,9.687,0.0055,-0.00461,-0.00392
1710000027.18,0.052,0.0702,9.8615,0.00959,0.00484,-0.00466
1710000027.19,-0.0543,0.0028,9.8379,-0.00351,-0.00045,0.01401
1710000027.2,0.0088,-0.0749,9.8205,-0.00193,-0.0088,0.003
1710000027.21,0.0645,0.1145,9.8532,-0.00615,-0.01487,-0.01308
1710000027.22,-0.0867,0.0194,9.853,-0.0081,0.00838,-0.01384
1710000027.23,0.009,-0.0162,9.8197,0.01361,-0.00208,-0.00372
1710000027.24,-0.0293,0.0478,9.7973,-0.00194,-0.01433,-0.00911
1710000027.25,-0.0185,0.0351,9.7891,-0.01146,0.00223,-0.00231
1710000027.26,-0.0452,0.0655,9.831,-0.00867,0.00327,0.01958
1710000027.27,-0.0085,-0.0331,9.8799,0.0209,-0.00362,-0.00709
1710000027.28,0.0921,0.0159,9.8049,0.00243,-0.00098,-0.00989
1710000027.29,-0.0632,-0.0593,9.8838,0.00457,0.01041,0.0038
1710000027.3,-0.0585,0.0333,9.8287,-0.00542,0.00059,-0.00762
1710000027.31,-0.0651,-0.0011,9.829,-0.02235,-0.01492,-0.01866
1710000027.32,0.0864,0.0141,9.9303,-0.01277,0.00052,-0.00282
1710000027.33,-0.0231,-0.0073,9.8926,-0.00663,0.00975,-0.01588
1710000027.34,-0.0013,-0.0125,9.8939,-0.00635,-0.01331,-0.00886
1710000027.35,-0.0201,-0.0434,9.7701,-0.00021,0.00715,0.00382
1710000027.36,-0.0472,0.0395,9.9196,0.00823,-0.00086,-0.0139
1710000027.37,-0.0118,0.0745,9.8059,0.00011,-0.01497,0.00988
1710000027.38,0.1229,-0.0278,9.7986,0.00409,0.00898,-0.00174
1710000027.39,0.0696,0.0277,9.702,0.00897,-0.00801,0.01629
1710000027.4,-0.0426,0.0216,9.8263,0.0143,-0.00011,0.0009
1710000027.41,0.0324,0.0004,9.7558,-0.00946,0.00302,-0.00098
1710000027.42,-0.0416,-0.0763,9.8304,0.00394,0.00093,0.00115
1710000027.43,-0.0888,-0.0651,9.7519,0.0044,-0.00765,0.00601
1710000027.44,0.051,-0.039,9.8999,0.0024,0.01183,0.01436
1710000027.45,0.058,-0.107,9.8376,-0.00426,-0.00882,-0.00967
1710000027.46,0.0523,0.0704,9.924,-0.01001,-0.00381,0.00072
1710000027.47,-0.0235,0.0184,9.7588,-0.00191,0.00835,-0.00028
1710000027.48,-0.0083,-0.0015,9.8875,0.00216,-0.00139,0.01228
1710000027.49,0.0375,-0.1095,9.7199,0.01039,-0.0038,0.00281
1710000027.5,0.0196,-0.0912,9.8204,-0.00175,-0.00345,-0.00825
1710000027.51,-0.0197,-0.0001,9.7784,-0.01204,-0.01892,0.00115
1710000027.52,-0.081,0.0985,9.7876,-0.01033,0.00938,-0.01465
1710000027.53,0.0057,-0.0349,9.7842,-0.01224,-0.01248,0.0159
1710000027.54,0.054,0.0432,9.7643,-0.00124,-0.00054,-0.00582
1710000027.55,-0.0599,-0.024,9.747,-0.01409,-0.02334,-0.01155
1710000027.56,0.0319,0.0028,9.7879,-0.00819,0.00057,0.00856
1710000027.57,0.0166,0.0607,9.8158,0.01575,-0.01339,0.00608
1710000027.58,0.0375,-0.0173,9.8682,-0.00207,-0.0176,0.01989
1710000027.59,0.0436,-0.0345,9.8248,0.00046,-0.01034,0.00252
1710000027.6,-0.0347,0.0709,9.8683,-0.01338,-0.01724,0.00599
1710000027.61,-0.0808,0.0023,9.7361,-0.00082,-0.00213,0.00537
1710000027.62,-0.0267,0.0546,9.7884,-0.01692,-0.00028,-0.0039
1710000027.63,0.0445,-0.0343,9.8456,0.00105,-0.00195,-0.00145
1710000027.64,-0.0271,0.0703,9.8272,-0.01283,-0.00757,0.01184
1710000027.65,-0.0347,0.0137,9.7669,0.01288,0.00761,-0.00746
1710000027.66,-0.0911,0.0217,9.8567,0.01899,-0.00333,0.00113
1710000027.67,0.0876,0.0066,9.7834,-0.00682,0.01056,-0.02161
1710000027.68,0.0413,-0.0253,9.7711,-0.01599,-0.02275,0.00689
1710000027.69,0.0385,-0.0001,9.8343,-0.00485,0.00136,0.0072
1710000027.7,0.0484,-0.0221,9.8103,-0.01685,0.00116,0.01553
1710000027.71,0.0288,0.048,9.7839,-0.00382,-0.00891,0.00341
1710000027.72,-0.0122,-0.0102,9.7822,-0.00919,0.01008,-0.00942
1710000027.73,-0.0082,-0.0748,9.7565,0.01111,-0.00149,0.00213
1710000027.74,-0.0214,-0.084,9.7902,-0.02107,0.00012,0.02778
1710000027.75,0.1317,-0.0863,9.865,-0.01343,0.00266,-0.0134
1710000027.76,0.0278,0.0309,9.8222,0.00843,0.01728,0.00157
1710000027.77,-0.0232,-0.0576,9.8579,-0.00632,-0.00524,-0.01648
1710000027.78,0.0233,0.015,9.8358,0.01495,0.00049,0.01395
1710000027.79,-0.0505,0.0068,9.7794,0.00014,0.01067,-0.00249
1710000027.8,0.0752,-0.0032,9.7275,0.00205,-0.00254,0.00834
1710000027.81,-0.0331,0.0219,9.7637,0.00297,0.00948,-0.01477
1710000027.82,0.0251,0.0079,9.7764,0.00383,-0.00126,-0.00211
1710000027.83,0.0533,-0.1355,9.7726,-0.00222,0.00237,-0.02107
1710000027.84,0.0192,-0.0162,9.8591,-0.00176,-0.00277,-0.00701
1710000027.85,0.0047,0.0213,9.8585,0.01206,-0.00429,0.00612
1710000027.86,0.0005,0.082,9.9206,-0.00753,-0.00109,-0.01127
1710000027.87,-0.0028,0.0843,9.7718,0.0016,-0.0093,0.01373
1710000027.88,-0.0288,-0.0682,9.8899,-0.00416,-0.009,-0.00772
1710000027.89,-0.0225,-0.0175,9.8896,0.00634,-0.00261,-0.00433
1710000027.9,0.074,-0.0783,9.7984,0.01272,-0.00077,-0.01041
1710000027.91,-0.0054,0.076,9.8337,-0.00533,0.00521,0.0175
1710000027.92,-0.0393,0.0506,9.872,-0.00991,-0.00493,-0.02049
1710000027.93,-0.0258,0.0175,9.8071,-0.00757,0.0137,0.00297
1710000027.94,0.055,0.0083,9.8032,0.00915,-0.01306,-0.00177
1710000027.95,0.0338,0.069,9.7786,0.00245,-0.00967,0.01647
1710000027.96,0.028,0.0606,9.692,-0.0008,0.0027,-0.00445
1710000027.97,-0.0129,0.0579,9.8135,-0.00196,0.01179,-0.00214
1710000027.98,0.0287,0.0228,9.7745,-0.00712,-0.00829,-0.00526
1710000027.99,-0.0322,-0.0175,9.7562,0.00856,0.014,0.00051
1710000028.0,-0.013,0.0384,9.8311,0.00172,0.00655,0.00696
1710000028.01,0.0485,0.0408,9.7374,0.01779,0.00392,-0.00079
1710000028.02,0.0437,-0.0095,9.8503,-0.00033,0.00373,-0.0098
1710000028.03,-0.0491,-0.0176,9.8342,0.00257,0.00344,-0.00411
1710000028.04,-0.0428,0.0567,9.79,-0.00466,-0.00579,0.00533
1710000028.05,0.0054,0.0832,9.8068,-0.00648,-0.00588,0.00686
1710000028.06,0.0863,-0.0375,9.7505,-0.00071,-0.00591,0.01815
1710000028.07,-0.0958,-0.0132,9.8475,0.01191,-0.00561,-0.00424
1710000028.08,0.0139,0.0175,9.8194,-0.00471,0.00563,0.00026
1710000028.09,-0.0688,0.0243,9.8231,-0.00488,0.01131,0.00358
1710000028.1,-0.0317,-0.0261,9.8351,-0.0143,-0.01115,0.00722
1710000028.11,-0.0182,0.0942,9.7779,0.02476,-0.00992,0.00657
1710000028.12,-0.021,0.0211,9.734,-0.00598,0.01254,-0.01343
1710000028.13,-0.0267,0.0266,9.8579,-0.01432,-0.00166,-0.01662
1710000028.14,0.0004,0.0879,9.8444,0.00175,0.00554,0.0038
1710000028.15,-0.0268,-0.0225,9.7832,0.00245,-0.0051,-0.00921
1710000028.16,-0.0731,-0.0044,9.8305,0.00787,0.01799,-0.00876
1710000028.17,0.039,-0.0627,9.8729,0.00188,7e-05,-0.00326
1710000028.18,0.0376,-0.0086,9.8669,-0.01757,0.00702,-0.01819
1710000028.19,0.0422,-0.0744,9.7818,-0.00762,0.0082,-0.0028
1710000028.2,-0.077,0.0374,9.7356,0.01063,-0.01716,-0.00372
1710000028.21,0.0149,0.021,9.7441,0.00926,-0.01779,-0.00455
1710000028.22,0.0338,-0.0139,9.7944,0.00425,-0.00658,-0.01234
1710000028.23,-0.0516,-0.005,9.8831,0.01471,-0.00046,0.0162
1710000028.24,0.0005,0.0381,9.7736,-0.00237,-0.00085,0.01267
1710000028.25,-0.0058,-0.0568,9.7802,0.01156,0.00923,0.01669
1710000028.26,0.0921,0.0102,9.7792,-0.00439,-0.01047,-0.01109
1710000028.27,0.0962,0.035,9.7834,0.01732,-0.01123,0.0044
1710000028.28,-0.0832,-0.0891,9.8094,-0.00513,-0.01011,0.02201
1710000028.29,0.1247,0.0342,9.746,-0.01168,0.01033,0.00195
1710000028.3,-0.0458,-0.0837,9.8642,-0.01208,0.00677,0.00295
1710000028.31,0.049,-0.0059,9.8028,0.01387,-0.01373,-0.00134
1710000028.32,0.0485,-0.0582,9.934,0.01499,0.00654,-0.00041
1710000028.33,-0.0498,0.0716,9.7513,-0.0094,-0.00633,0.01888
1710000028.34,0.0247,-0.0579,9.8895,-0.00682,-0.01472,-0.01554
1710000028.35,-0.0054,-0.0825,9.8796,-0.02399,-0.00123,-0.00227
1710000028.36,0.0277,0.0067,9.7894,-0.01242,-0.00189,0.00851
1710000028.37,0.0115,-0.0207,9.7902,-0.00279,0.00692,-0.00625
1710000028.38,0.0598,-0.0752,9.7639,-0.00287,-0.00184,0.00644
1710000028.39,0.0038,0.0263,9.7645,-0.02104,0.01057,0.00273
1710000028.4,-0.0084,-0.0996,9.81,-0.01474,0.01174,0.01092
1710000028.41,0.0548,-0.0518,9.811,0.0185,-0.00638,-0.00348
1710000028.42,0.029,-0.0288,9.7299,0.01144,-0.00261,-0.00398
1710000028.43,0.0366,0.0401,9.9247,0.00133,0.00903,0.00177
1710000028.44,-0.0332,0.0648,9.797,0.00163,-0.00039,-0.00057
1710000028.45,-0.0523,0.0551,9.8133,3e-05,0.00934,0.00198
1710000028.46,-0.0284,-0.0077,9.7787,-0.00126,0.0097,0.0062
1710000028.47,-0.031,-0.1214,9.7966,0.00013,-0.01701,0.00219
1710000028.48,0.0393,0.0195,9.7921,-0.01571,0.00478,-0.00297
1710000028.49,0.0488,0.0735,9.8099,-0.00258,0.00348,-0.01035
1710000028.5,-0.0078,0.0617,9.8093,-0.02023,0.00381,0.00298
1710000028.51,0.0715,0.0231,9.8502,-0.00208,0.00295,-0.01214
1710000028.52,0.0684,-0.0595,9.8214,0.00418,0.00276,0.00545
1710000028.53,0.0122,-0.0263,9.8452,-0.00566,0.01756,-0.00247
1710000028.54,-0.0411,0.0967,9.8095,0.00251,0.00361,-0.00338
1710000028.55,0.0788,-0.0708,9.8216,-0.00107,-0.00492,-0.0054
1710000028.56,-0.0031,-0.0574,9.7979,0.00443,-0.00434,0.00166
1710000028.57,0.0063,0.0471,9.8602,0.00354,-0.00287,-0.00193
1710000028.58,-0.017,-0.0216,9.8261,-0.00855,0.01233,-0.00348
1710000028.59,-0.0445,-0.0591,9.8021,-0.01427,-0.01083,0.00442
1710000028.6,-0.0734,0.0764,9.8006,-0.01353,0.01486,-0.00326
1710000028.61,0.0316,0.0231,9.8045,-0.00918,0.00174,0.00377
1710000028.62,-0.0392,-0.0191,9.8115,0.00805,-0.02166,0.0107
1710000028.63,0.153,-0.0573,9.8072,0.00722,0.01292,0.00018
1710000028.64,-0.0543,0.1024,9.7821,-0.00475,0.00789,0.00026
1710000028.65,-0.0629,-0.0012,9.8482,-0.00296,-0.00374,-0.02037
1710000028.66,0.0255,0.0699,9.8514,-0.01337,0.00186,0.0057
1710000028.67,0.0765,0.0447,9.8992,-0.01273,0.00908,-0.01765
1710000028.68,0.0032,-0.026,9.7798,0.00413,0.01162,0.00356
1710000028.69,0.0286,-0.0256,9.8433,-0.00433,-0.00151,-0.00397
1710000028.7,-0.0922,0.0723,9.7145,-0.00337,0.01344,-0.00243
1710000028.71,-0.0339,0.0731,9.8515,0.00665,-0.00187,-0.0108
1710000028.72,-0.0537,-0.0938,9.7372,0.0044,0.01193,-0.00797
1710000028.73,-0.0948,0.0275,9.7608,-0.00232,-0.01591,-0.02239
1710000028.74,0.0058,-0.0061,9.8266,0.01188,0.01525,0.01096
1710000028.75,-0.1121,-0.0517,9.7789,-0.00534,-0.01751,-0.00141
1710000028.76,-0.0661,0.0131,9.7721,-0.00963,-0.00793,-0.00461
1710000028.77,-0.0269,-0.0675,9.7858,-0.01265,0.01022,-0.02214
1710000028.78,-0.0416,-0.0233,9.8465,0.012,0.00099,-0.00439
1710000028.79,0.0198,-0.0399,9.7634,-0.00633,0.00708,-0.0122
1710000028.8,0.0153,-0.025,9.8073,0.00014,-0.0119,-0.02221
1710000028.81,0.0447,-0.0036,9.7911,0.01873,-0.00842,0.00425
1710000028.82,0.0376,-0.0508,9.851,-0.00794,-0.00292,-0.00566
1710000028.83,0.057,0.0787,9.8524,0.00114,-0.01558,0.02574
1710000028.84,-0.0001,0.0247,9.7182,0.00108,0.01132,-0.00169
1710000028.85,0.0152,0.0897,9.8623,0.00047,-0.00069,-0.00412
1710000028.86,0.0256,-0.008,9.7795,0.00918,-0.01138,0.01589
1710000028.87,0.0071,-0.0274,9.8218,0.00382,-0.00061,-0.00377
1710000028.88,-0.0199,0.0879,9.7631,0.00188,-9e-05,0.0004
1710000028.89,-0.0166,-0.0289,9.8286,0.01678,0.00489,0.01291
1710000028.9,-0.0409,-0.0089,9.9376,-0.0148,-0.00123,0.00143
1710000028.91,0.0211,0.036,9.8164,-0.01186,-0.00769,-0.00358
1710000028.92,-0.0047,-0.0619,9.787,-0.00065,-0.00217,0.01298
1710000028.93,-0.0332,0.0356,9.7984,0.00523,0.021,0.00938
1710000028.94,-0.0331,0.0292,9.7365,-0.00041,0.00341,0.02136
1710000028.95,-0.0605,0.0635,9.8824,-0.00659,-0.00971,0.01058
1710000028.96,0.0489,0.0445,9.8256,0.01265,0.01003,0.00093
1710000028.97,0.0039,0.065,9.7576,0.00811,0.02334,0.001
1710000028.98,-0.0431,-0.0055,9.7592,-0.00601,0.00529,-0.00018
1710000028.99,0.0404,-0.0431,9.8108,0.0164,-0.0006,-0.00896
1710000029.0,-0.028,0.1055,9.8566,-0.00416,-0.0148,0.00263
1710000029.01,-0.0703,-0.0763,9.7525,-0.00271,-0.00096,0.01263
1710000029.02,0.0511,-0.0713,9.8657,-0.0153,-0.01233,0.0107
1710000029.03,-0.0269,0.0283,9.8054,0.00263,0.00294,-0.00722
1710000029.04,-0.0204,0.0812,9.7635,0.01925,-0.02088,-0.00626
1710000029.05,0.0021,0.0095,9.7866,0.01886,0.00575,0.0097
1710000029.06,0.0571,0.05,9.8974,-0.00357,-0.01769,-0.00709
1710000029.07,0.001,-0.0998,9.7406,-0.0054,0.00087,-0.00798
1710000029.08,-0.06,-0.025,9.7734,0.00022,0.01559,-0.00808
1710000029.09,0.0272,-0.0937,9.8576,0.01427,-0.00935,-0.00195
1710000029.1,-0.0242,0.039,9.8208,0.00205,-0.00663,0.01228
1710000029.11,0.0944,-0.0774,9.7704,0.00799,0.00366,0.0001
1710000029.12,-0.0001,-0.0639,9.8582,0.00695,-0.00545,-0.00401
1710000029.13,-0.1118,0.0257,9.8606,0.01133,0.01192,0.01273
1710000029.14,0.0179,0.0531,9.8266,0.00861,-0.00278,-0.00604
1710000029.15,0.0972,-0.0079,9.7794,-0.00638,0.00969,-0.00914
1710000029.16,0.0788,0.0285,9.7871,0.00157,0.00478,-0.00252
1710000029.17,0.0915,0.0269,9.8242,-0.00448,0.0005,-0.00269
1710000029.18,-0.051,-0.0108,9.7444,0.00936,0.00142,0.00306
1710000029.19,0.0456,-0.0547,9.8764,0.00519,0.00356,0.02182
1710000029.2,-0.0361,0.0282,9.895,0.0056,-0.0038,-0.01092
1710000029.21,0.0112,0.0307,9.7982,0.00365,0.01174,-0.00289
1710000029.22,-0.0636,0.0447,9.8278,-0.01519,-0.01284,0.00728
1710000029.23,-0.0322,0.0156,9.8693,0.00559,0.01609,0.00854
1710000029.24,-0.0338,-0.0584,9.9078,-0.01265,-0.01283,0.02065
1710000029.25,0.0449,0.0345,9.8878,-0.01008,0.01031,0.01021
1710000029.26,0.04,-0.0001,9.7232,0.01126,0.01943,-0.00324
1710000029.27,0.0138,-0.0241,9.7942,-0.00386,0.01729,-0.00154
1710000029.28,-0.0675,-0.0147,9.835,-0.01371,-0.02049,-0.00818
